,Tg (K),CANON SMILES,Sources
4656,210.0,*Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4657,234.0,*Oc1ccc(C2(c3ccc(OC(=O)CCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4658,207.0,*Oc1ccc(C2(c3ccc(OC(=O)CCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4659,166.0,*Oc1ccc(C2(c3ccc(OC(=O)CCCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4660,158.0,*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4661,150.0,*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4662,136.0,*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4663,117.0,*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCCCC(*)=O)cc3)c3ccccc3-c3ccccc32)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4664,400.0,*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)c3ccccc3C(=O)c3ccccc32)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4665,134.0,*Oc1ccc(C2(c3ccc(OC(=O)CCCCCCCCC(*)=O)cc3)c3ccccc3Cc3ccccc32)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4666,342.0,*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)c3ccccc3Cc3ccccc32)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4667,-70.0,*CCC(C)(C)CC(C)COC(=O)CCCCC(=O)O*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4668,-9.0,*CCC(C)(C)CC(C)COC(=O)c1ccc(C(=O)O*)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4669,-41.0,*C/C=C/COC(=O)CCCCCCCCC(=O)O*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4670,186.0,*O[Sn](CCCC)(CCCC)OC(=O)/C=C/C(*)=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4671,180.0,*Oc1ccc(C(CC)(CC)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4672,202.0,*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4673,229.0,*Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4674,194.0,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4675,130.0,*Oc1ccc(C(=O)c2ccc(OC(=O)c3ccc(C(C)(C)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4676,140.0,*Oc1ccc(Cc2ccc(OC(=O)c3ccc(C(C)(C)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4677,118.0,*CC1CC(COC(=O)c2ccc(C(=O)O*)cc2)CC(C(C)(C)C)C1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4678,75.0,*CC1CCCC(COC(=O)c2ccc(C(=O)O*)cc2)C1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4679,24.0,*CCOC(=O)Cc1ccc(C(=O)O*)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4680,85.0,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(CC(*)=O)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4681,47.0,*Cc1ccc(COC(=O)Cc2ccc(C(=O)O*)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4682,33.0,*CC(C)(C)COC(=O)Cc1ccc(C(=O)O*)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4683,-14.0,*CCCCCCCCCCOC(=O)c1ccccc1C(=O)O*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4684,56.0,*Oc1ccc(C(C)(C)c2ccc(OC(=O)CC(C)CCC(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4685,33.5,*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCCCC(*)=O)c(C)c2)cc1C,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4686,-69.0,*CC(C)(CC)COC(=O)CCCCCCCCC(=O)O*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4687,-66.0,*OC(C)CCC(C)OC(=O)CCCCCCCCC(*)=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4688,-9.0,*CCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4689,287.0,*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)c(C)c3)c3ccccc3-c3ccccc32)cc1C,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4690,315.0,*Oc1c(C)cc(C2(c3cc(C)c(OC(=O)c4cccc(C(*)=O)c4)c(C)c3)c3ccccc3-c3ccccc32)cc1C,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4691,93.0,*CCCCOC(=O)/C=C/C(=O)O*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4692,230.5,*Oc1ccc2c(c1)C(C)(c1ccc(OC(=O)c3cccc(C(*)=O)c3)cc1)CC2(C)C,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4693,252.5,*Oc1ccc2c(c1)C(C)(c1ccc(OC(=O)c3ccc(C(*)=O)cc3)cc1)CC2(C)C,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4694,237.0,*c1ccc(C(=O)NNC(=O)c2ccc(C(=O)NNC(=O)c3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4695,252.0,*Oc1c(OC)cc(-c2cc(OC)c(OC(=O)c3cccc(C(*)=O)c3)c(OC)c2)cc1OC,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4696,94.0,*Oc1c(OC)cc(-c2cc(OC)c(OC(=O)CCCCCCCCC(*)=O)c(OC)c2)cc1OC,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4697,267.0,*Oc1ccc(-c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4698,102.0,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccc3ccccc3c2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4699,148.0,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Sc2ccc3ccccc3c2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4700,141.0,*Oc1ccc(-c2ccc(OC(=O)c3ccc(C(*)=O)cc3Sc3ccc4ccccc4c3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4701,181.0,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Sc2ccccc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4702,134.0,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Sc2ccc(C)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4703,140.0,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Sc2ccc(Cl)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4704,27.0,*OC(C)(CC(*)=O)C(F)(F)F,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4705,3.0,*OC(C)CCOC(=O)C(CCCCCCOc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1)C(*)=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4706,130.0,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Sc2ccccc2)cc1C,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4707,130.0,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Sc2ccccc2)cc1-c1ccccc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4708,43.0,*OC(C)C(=O)OCC(*)=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4709,168.0,*Oc1ccc(-c2ccc(OC(=O)c3ccc(-c4ccc(C(*)=O)cc4)cc3-c3ccccc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4710,140.0,*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2-c2ccccc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4711,165.0,*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2-c2ccccc2)c2ccccc12,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4712,133.0,*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2-c2ccccc2)cc1C,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4713,148.0,*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2-c2ccccc2)cc1-c1ccccc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4714,146.0,*Oc1ccc(OC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2-c2ccccc2)cc1C(C)(C)c1ccccc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4715,125.0,*Oc1ccc2cc(OC(=O)c3ccc(-c4ccc(C(*)=O)cc4)cc3-c3ccccc3)ccc2c1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4716,20.0,*OC(COc1ccccc1)CC(*)=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4717,20.0,*OC(CCOc1ccccc1)CC(*)=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4718,161.0,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccccc3-c3ccccc3C(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4719,63.0,*CC(C)(CC)COC(=O)c1ccc(C(=O)O*)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4720,94.5,*CCCCCCCCCCn1c2ccccc2c2cc(/C=C(\C#N)C(=O)OCCCCCCOC(=O)/C(C#N)=C/c3ccc4c(c3)c3ccccc3n4*)ccc21,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4721,96.4,*CCCCCCCCCn1c2ccccc2c2cc(/C=C(\C#N)C(=O)OCCCCCCOC(=O)/C(C#N)=C/c3ccc4c(c3)c3ccccc3n4*)ccc21,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4722,96.7,*CCCCCCCCn1c2ccccc2c2cc(/C=C(\C#N)C(=O)OCCCCCCOC(=O)/C(C#N)=C/c3ccc4c(c3)c3ccccc3n4*)ccc21,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4723,107.8,*CCCCCCCn1c2ccccc2c2cc(/C=C(\C#N)C(=O)OCCCCCCOC(=O)/C(C#N)=C/c3ccc4c(c3)c3ccccc3n4*)ccc21,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4724,117.7,*CCCCCCn1c2ccccc2c2cc(/C=C(\C#N)C(=O)OCCCCCCOC(=O)/C(C#N)=C/c3ccc4c(c3)c3ccccc3n4*)ccc21,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4725,-50.0,*OC(CCCCCCC=C)CC(*)=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4726,18.0,*OC(CCc1ccccc1)CC(*)=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4727,-33.0,*OC(CCCCC)CC(*)=O,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4728,70.0,*Oc1ccc(C(=O)OCCCCCCCOC(=O)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4729,147.0,*Oc1ccc2cc(C(*)=O)ccc2c1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4730,283.0,*Oc1ccc(OC(=O)c2ccc(OC(=O)c3ccc(C(=O)Oc4ccc(C(*)=O)cc4)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4731,50.0,*Oc1ccc(C(*)=O)cc1CCCCC,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4732,180.0,*CCOC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4733,180.0,*CCCCOC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4734,40.0,*CCCCCOC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4735,60.0,*CCCCCCOC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4736,50.0,*CCCCCCCCCCOC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4737,-20.0,*CC(CC)(CC)COC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4738,100.0,*CC(C)(C)COC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4739,60.0,*CCCCCOC(=O)c1ccc(/C=C/c2ccc(C(=O)O*)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4740,80.0,*CC(C)(C)COC(=O)c1ccc(/C=C/c2ccc(C(=O)O*)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4741,49.0,*CCCS(=O)(=O)CCCCS(=O)(=O)CCCOC(=O)c1ccccc1C(=O)O*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4742,52.0,*CCCS(=O)(=O)CCCS(=O)(=O)CCCOC(=O)c1ccccc1C(=O)O*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4743,65.0,*CCCS(=O)(=O)CCCCS(=O)(=O)CCCOC(=O)c1cccc(C(=O)O*)c1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4744,67.0,*CCCS(=O)(=O)CCCS(=O)(=O)CCCOC(=O)c1cccc(C(=O)O*)c1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4745,143.0,*CC#CC#CCOC(=O)c1ccc(C(=O)O*)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4746,-71.5,*CCC(C)CC(=O)O*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4747,53.0,*C(=O)OCCOC(=O)c1ccc(C(=O)OCCOC(=O)N2CCN(*)CC2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4748,105.0,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccccc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4749,107.0,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccc(Cl)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4750,117.0,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccc(-c3ccccc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4751,108.0,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccc(Br)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4752,106.0,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccc(F)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4753,93.0,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccc(C(C)(C)c3ccccc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4754,83.0,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccc(Oc3ccccc3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4755,113.0,*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccc(C3CCCCC3)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4756,74.0,*Oc1ccc(OC(=O)Oc2ccc(C(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4757,139.6,*OC1CCC(OC(=O)C(*)=O)CC1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4758,113.0,*Oc1ccc(-c2ccc(OC(=O)c3cc(OCCCCCC)c(C(*)=O)cc3OCCCCCC)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4759,266.0,*Oc1ccc(C(=O)Nc2ccc(C(c3ccc(NC(=O)c4ccc(OC(=O)c5ccc(C(*)=O)cc5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4760,227.0,*Oc1ccc(C(=O)Nc2ccc(C(c3ccc(NC(=O)c4ccc(OC(=O)c5cccc(C(*)=O)c5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4761,213.0,*Oc1ccc(C(=O)Nc2cc(C(c3ccc(C)c(NC(=O)c4ccc(OC(=O)c5ccc(C(*)=O)cc5)cc4)c3)(C(F)(F)F)C(F)(F)F)ccc2C)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4762,214.0,*Oc1ccc(C(=O)Nc2cc(C(c3ccc(C)c(NC(=O)c4ccc(OC(=O)c5cccc(C(*)=O)c5)cc4)c3)(C(F)(F)F)C(F)(F)F)ccc2C)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4763,265.0,*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(C)(c3ccc(C(*)=O)cc3)CC4(C)C)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4764,322.0,*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)CC3CC2C2CCCC32)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4765,115.0,*Oc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(=O)c3cccc(C(*)=O)c3)c(Br)c2)cc1Br,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4766,319.0,*c1cc(Br)c(OC(=O)c2ccc(C(=O)Oc3c(Br)cc(C4(*)OC(=O)c5ccccc54)cc3Br)cc2)c(Br)c1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4767,60.5,*CCCCCCS(=O)(=O)c1ccc(/N=N/c2ccc(N(C)CCCCCC(=O)O*)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4768,92.4,*CCCS(=O)(=O)c1ccc(/N=N/c2ccc(N(CCCC)CC(=O)O*)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4769,205.0,*Oc1ccc(/C=C2\CC/C(=C\c3ccc(OC(=O)c4ccc(/N=C/c5ccc(/C=N/c6ccc(C(*)=O)cc6)cc5)cc4)cc3)C2=O)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4770,140.0,*Oc1ccc(/C=C2\CC/C(=C\c3ccc(OC(=O)c4ccc(/N=C/c5ccc(/C=N/c6ccc(C(*)=O)cc6)cc5)cc4)c(OC)c3)C2=O)cc1OC,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4771,172.0,*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)c3ccccc3-c3ccccc3C(*)=O)cc2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4772,167.0,*CCOC(=O)c1ccc(/C(C#N)=C(\c2ccc(OC)cc2)N2CCC(*)CC2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4773,176.0,*COC(=O)c1ccc(/C(C#N)=C(\c2ccc(OC)cc2)N2CCCC(*)C2)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4774,183.0,*/C(=C(\C#N)c1ccc(C(=O)OC2CCN(*)CC2)cc1)c1ccc(OC)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4775,-15.0,*CCCCCCCCCCOC(=O)CC/C=C/CCC(=O)O*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4776,-18.0,*CCCCCCCCCCCCCCCCOC(=O)CC/C=C/CCC(=O)O*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4777,-22.0,*CCCCCCCCCCCCCCCCOC(=O)C/C=C/CC(=O)O*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4778,21.5,*CC(CCCCCCOc1ccc(/N=N/c2ccc(C#N)cc2)cc1)COC(=O)CCCCCCCCCCCCC(=O)O*,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4779,215.0,*Oc1ccc(C2(c3ccc(OC(=O)CCC(*)=O)cc3)c3cc(N(C)C)ccc3-c3ccc([N+](=O)[O-])cc32)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4780,181.0,*Oc1ccc(C2(c3ccc(OC(=O)CCCC(*)=O)cc3)c3cc(N(C)C)ccc3-c3ccc([N+](=O)[O-])cc32)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4781,150.0,*Oc1ccc(C2(c3ccc(OC(=O)CCCCC(*)=O)cc3)c3cc(N(C)C)ccc3-c3ccc([N+](=O)[O-])cc32)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4782,230.0,*Oc1ccc(C2(c3ccc(OC(=O)CCC(*)=O)cc3)c3cc(OC)ccc3-c3ccc([N+](=O)[O-])cc32)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4783,197.0,*Oc1ccc(C2(c3ccc(OC(=O)CCCC(*)=O)cc3)c3cc(OC)ccc3-c3ccc([N+](=O)[O-])cc32)cc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4784,180.0,*Oc1cc(C(C)(C)c2ccccc2)c(OC(=O)c2cccc(C(*)=O)c2)cc1C(C)(C)c1ccccc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4785,170.0,*Oc1cc(C(C)(C)c2ccccc2)c(OC(=O)c2ccc(C(*)=O)cc2)cc1C(C)(C)c1ccccc1,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4786,290.0,*Oc1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc21,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
4787,245.0,*Oc1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc21,['https://github.com/liugangcode/GREA/blob/main/data/tg_prop/raw/tg_raw.csv']
